"Supplementary Dataset S1. Proteins that were identified in total cell extract and included in further differential expression analysis. For each protein the fold change and p-values (unadjusted-adjusted for FDR) are provided, along with the expression trend at the mRNA level. Differentially expressed proteins (as defined by fold change >1.5, p<0.05)  are marked in blue.",,,,,,,,,,,,,,,,,,,,,,
Accession,UniprotID,Protein Name,Prediction of signal peptide (SignalIP),Transcriptomics: Ratio (T24M vs T24),Proteomics:,Avg. T24,SD. T24,Avg. T24M,SD. T24M,Fold Change        (Avg. T24M/ Avg. T24),p-value (unadjusted),p-value                    (FDR- BH adjusted),Area T24_T1 normalized,Area T24_T2 normalized,Area T24_T3 normalized,Area T24_T4 normalized,Area T24_T5 normalized,Area T24M_T6 normalized,Area T24M_T7 normalized,Area T24M_T8 normalized,Area T24M_T9 normalized,Area T24M_T10 normalized
P46781,RS9_HUMAN,40S ribosomal protein S9 ,Not predicted,0.96,,156.80,52.62,203.43,50.77,1.30,0.175,0.282,180.21,224.96,87.99,166.48,124.37,164.44,292.47,183.92,190.82,185.50
P56134,ATPK_HUMAN,"ATP synthase subunit f, mitochondrial ",Not predicted,0.97,,317.67,31.96,411.74,38.05,1.30,0.009,0.039,353.09,311.51,343.74,272.93,307.07,451.66,362.87,418.40,383.21,442.58
P40429,RL13A_HUMAN,60S ribosomal protein L13a ,Not predicted,1.10,,219.58,125.07,284.04,37.86,1.29,0.465,0.569,0.00,280.84,290.20,233.70,293.14,313.34,276.89,283.18,321.33,225.46
P05387,RLA2_HUMAN,60S acidic ribosomal protein P2 ,Not predicted,1.02,,"1,052.59",91.97,"1,360.71",323.59,1.29,0.009,0.039,927.97,"1,116.77",984.08,"1,092.85","1,141.30","1,933.08","1,264.32","1,168.69","1,170.03","1,267.42"
P61247,RS3A_HUMAN,40S ribosomal protein S3a ,Not predicted,1.11,,"1,005.57",131.41,"1,299.82",57.46,1.29,0.009,0.039,862.32,"1,125.53",876.26,"1,135.73","1,028.02","1,251.40","1,372.85","1,252.03","1,349.98","1,272.85"
P26599,PTBP1_HUMAN,Polypyrimidine tract-binding protein 1 ,Not predicted,0.88,,"1,475.94",266.68,"1,905.52",185.19,1.29,0.016,0.057,"1,774.33","1,403.81","1,604.49","1,063.21","1,533.85","2,094.45","1,812.61","2,078.01","1,654.96","1,887.56"
P41091,IF2G_HUMAN,Eukaryotic translation initiation factor 2 subunit 3 ,Not predicted,0.64,,460.85,51.96,594.92,14.82,1.29,0.009,0.039,377.49,450.21,505.74,501.46,469.36,583.44,588.89,592.24,620.81,589.20
P17568,NDUB7_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 ,Not predicted,0.94,,29.40,26.86,37.95,35.24,1.29,0.332,0.458,0.00,50.70,0.00,47.52,48.79,60.70,73.36,55.67,0.00,0.00
Q15102,PA1B3_HUMAN,Platelet-activating factor acetylhydrolase IB subunit gamma ,Not predicted,0.63,,158.49,22.42,204.45,35.63,1.29,0.047,0.118,145.94,151.85,168.58,191.89,134.18,204.67,151.38,203.45,251.50,211.28
O75436,VP26A_HUMAN,Vacuolar protein sorting-associated protein 26A ,Not predicted,0.82,,181.74,13.58,234.17,35.92,1.29,0.076,0.155,201.16,180.77,163.42,178.21,185.13,257.47,260.19,231.68,248.40,173.08
P06748,NPM_HUMAN,Nucleophosmin ,Not predicted,1.32,,"3,691.82",263.96,"4,755.52",327.66,1.29,0.009,0.039,"3,443.30","3,910.52","4,003.01","3,678.98","3,423.30","4,616.45","4,353.22","5,012.48","4,631.48","5,163.98"
Q12906,ILF3_HUMAN,Interleukin enhancer-binding factor 3 ,Not predicted,0.89,,"1,157.26",72.83,"1,487.53",83.16,1.29,0.009,0.039,"1,267.53","1,150.37","1,153.12","1,152.75","1,062.55","1,483.57","1,598.37","1,372.69","1,524.25","1,458.75"
O15427,MOT4_HUMAN,Monocarboxylate transporter 4 ,Not predicted,1.28,,317.23,77.99,407.50,64.08,1.28,0.028,0.082,380.48,351.32,181.56,333.09,339.73,367.30,352.51,415.66,513.98,388.03
P56192,SYMC_HUMAN,"Methionine--tRNA ligase, cytoplasmic ",Not predicted,1.08,,255.51,54.41,328.15,51.11,1.28,0.047,0.118,215.58,206.70,308.06,226.45,320.76,355.77,387.61,313.23,332.82,251.31
P25705,ATPA_HUMAN,"ATP synthase subunit alpha, mitochondrial ",Not predicted,0.71,,"1,684.85",68.78,"2,161.71",192.43,1.28,0.009,0.039,"1,671.19","1,652.15","1,695.41","1,794.72","1,610.79","2,118.60","2,243.91","2,050.02","2,447.39","1,948.62"
Q13263,TIF1B_HUMAN,Transcription intermediary factor 1-beta ,Not predicted,0.76,,829.86,126.09,"1,063.28",87.11,1.28,0.028,0.082,"1,052.51",757.42,805.45,755.47,778.44,"1,200.35","1,049.37","1,054.87","1,054.48",957.35
Q9NY12,GAR1_HUMAN,H/ACA ribonucleoprotein complex subunit 1 ,Not predicted,1.64,,176.44,44.82,225.96,28.74,1.28,0.076,0.155,136.62,185.67,249.67,161.88,148.36,220.20,195.29,204.63,265.01,244.66
P61619,S61A1_HUMAN,Protein transport protein Sec61 subunit alpha isoform 1 ,Not predicted,0.88,,288.29,59.83,368.29,24.74,1.28,0.016,0.057,229.11,323.05,326.38,344.94,217.96,358.51,362.38,338.85,405.56,376.15
P05141,ADT2_HUMAN,ADP/ATP translocase 2 ,Not predicted,0.44,,"2,937.11",150.40,"3,740.71",98.66,1.27,0.009,0.039,"3,036.32","3,001.91","2,769.95","3,094.40","2,782.99","3,756.39","3,691.46","3,597.49","3,821.37","3,836.86"
Q04206,TF65_HUMAN,Transcription factor p65 ,Not predicted,0.84,,41.99,58.13,53.41,49.52,1.27,0.738,0.804,0.00,117.01,0.00,92.95,0.00,0.00,0.00,75.01,98.12,93.90
P84098,RL19_HUMAN,60S ribosomal protein L19 ,Not predicted,1.64,,158.75,37.17,201.76,50.17,1.27,0.117,0.215,118.88,128.99,168.35,164.72,212.81,240.35,176.75,236.23,230.72,124.77
O75947,ATP5H_HUMAN,"ATP synthase subunit d, mitochondrial ",Not predicted,1.35,,169.22,39.61,214.79,38.44,1.27,0.076,0.155,202.50,193.41,185.81,160.17,104.20,246.88,157.72,213.46,202.69,253.21
Q9UL46,PSME2_HUMAN,Proteasome activator complex subunit 2 ,Not predicted,1.27,,581.70,33.08,737.95,93.63,1.27,0.016,0.057,561.13,572.04,564.22,570.76,640.32,778.83,619.75,863.30,678.15,749.73
Q07955,SRSF1_HUMAN,Serine/arginine-rich splicing factor 1 ,Not predicted,1.19,,645.36,69.11,818.72,96.01,1.27,0.028,0.082,558.25,639.75,617.22,664.66,746.94,916.05,715.32,832.82,905.46,723.95
Q14240,IF4A2_HUMAN,Eukaryotic initiation factor 4A-II ,Not predicted,1.49,,"1,755.90",107.99,"2,226.75",52.04,1.27,0.009,0.039,"1,591.35","1,893.18","1,782.67","1,753.73","1,758.60","2,318.93","2,207.27","2,210.49","2,205.56","2,191.52"
P62244,RS15A_HUMAN,40S ribosomal protein S15a ,Not predicted,1.55,,708.54,136.72,898.24,42.19,1.27,0.009,0.039,480.18,818.04,695.34,804.03,745.12,878.17,958.46,899.99,910.51,844.04
P13073,COX41_HUMAN,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial ",Not predicted,1.11,,995.68,171.73,"1,260.37",121.09,1.27,0.028,0.082,860.10,"1,083.17",795.85,"1,222.75","1,016.51","1,105.95","1,285.46","1,212.85","1,439.01","1,258.60"
P35527,K1C9_HUMAN,"Keratin, type I cytoskeletal 9 ",Not predicted,0.89,,144.70,239.61,183.13,43.74,1.27,0.245,0.367,171.22,0.00,0.00,0.00,552.30,178.05,147.86,208.73,137.52,243.51
P20674,COX5A_HUMAN,"Cytochrome c oxidase subunit 5A, mitochondrial ",Not predicted,0.73,,258.31,154.97,326.90,59.34,1.27,0.602,0.690,0.00,283.32,418.99,306.10,283.14,425.80,282.74,331.82,280.48,313.67
Q9NZN4,EHD2_HUMAN,EH domain-containing protein 2 ,Not predicted,0.43,,179.29,42.23,226.69,29.97,1.26,0.076,0.155,132.74,196.40,228.80,201.04,137.45,201.27,267.31,196.98,246.38,221.53
Q9Y230,RUVB2_HUMAN,RuvB-like 2 ,Not predicted,0.91,,279.64,19.75,353.53,32.13,1.26,0.009,0.039,266.04,285.29,255.84,283.84,307.19,382.17,371.26,319.82,377.02,317.40
P78330,SERB_HUMAN,Phosphoserine phosphatase ,Not predicted,0.95,,97.61,91.32,123.19,128.58,1.26,0.914,0.919,188.74,132.64,0.00,166.67,0.00,0.00,0.00,154.87,307.12,153.95
P25787,PSA2_HUMAN,Proteasome subunit alpha type-2 ,Not predicted,0.86,,276.08,164.42,348.36,56.45,1.26,0.465,0.569,301.30,404.42,0.00,276.90,397.76,336.23,318.33,401.05,276.50,409.67
P50213,IDH3A_HUMAN,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial ",Not predicted,0.72,,224.13,8.45,282.71,30.97,1.26,0.009,0.039,218.13,224.45,214.22,235.79,228.08,285.85,261.88,246.11,292.79,326.90
P62318,SMD3_HUMAN,Small nuclear ribonucleoprotein Sm D3 ,Not predicted,0.83,,573.66,70.56,723.16,111.64,1.26,0.028,0.082,679.90,564.37,598.03,530.15,495.84,682.78,652.31,700.34,919.98,660.37
Q15233,NONO_HUMAN,Non-POU domain-containing octamer-binding protein ,Not predicted,0.61,,903.68,125.07,"1,139.18",100.35,1.26,0.028,0.082,836.48,964.12,766.16,"1,087.80",863.85,"1,081.25","1,037.39","1,112.71","1,297.57","1,167.00"
P52597,HNRPF_HUMAN,Heterogeneous nuclear ribonucleoprotein F ,Not predicted,1.13,,834.76,72.54,"1,051.61",109.74,1.26,0.016,0.057,839.81,796.13,958.95,790.78,788.13,"1,234.93",947.88,992.67,"1,033.64","1,048.94"
P11940,PABP1_HUMAN,Polyadenylate-binding protein 1 ,Not predicted,0.70,,730.72,96.10,919.75,65.02,1.26,0.016,0.057,884.06,625.80,682.09,735.92,725.73,"1,035.15",878.82,896.88,899.78,888.14
P28074,PSB5_HUMAN,Proteasome subunit beta type-5 ,Not predicted,0.73,,167.73,40.85,210.72,14.79,1.26,0.076,0.155,171.00,172.52,171.19,219.26,104.68,204.83,205.36,199.96,236.78,206.67
Q14258,TRI25_HUMAN,E3 ubiquitin/ISG15 ligase TRIM25 ,Not predicted,0.87,,179.82,30.30,225.78,31.15,1.26,0.076,0.155,183.42,184.06,181.05,132.87,217.72,252.53,181.54,254.57,207.55,232.72
Q14108,SCRB2_HUMAN,Lysosome membrane protein 2 ,Predicted,0.67,,448.22,75.85,562.14,51.17,1.25,0.028,0.082,531.30,391.86,492.04,347.66,478.27,628.99,531.10,509.52,603.20,537.91
O43813,LANC1_HUMAN,LanC-like protein 1 ,Not predicted,0.52,,74.52,79.43,93.37,58.08,1.25,0.751,0.804,183.20,0.00,67.30,0.00,122.13,90.73,115.58,102.44,158.11,0.00
O00232,PSD12_HUMAN,26S proteasome non-ATPase regulatory subunit 12 ,Not predicted,1.49,,141.83,79.83,177.62,101.98,1.25,0.094,0.190,182.87,0.00,177.03,162.38,186.89,206.59,0.00,198.60,259.14,223.77
Q8TCJ2,STT3B_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B ,Not predicted,0.92,,93.38,53.13,116.92,19.63,1.25,0.754,0.804,133.41,108.46,114.49,110.55,0.00,122.89,114.17,147.16,103.62,96.75
O60506,HNRPQ_HUMAN,Heterogeneous nuclear ribonucleoprotein Q ,Not predicted,0.94,,"1,031.14",34.47,"1,289.87",98.57,1.25,0.009,0.039,"1,068.81","1,043.00",987.73,"1,002.67","1,053.46","1,341.41","1,323.51","1,285.00","1,375.87","1,123.58"
Q13155,AIMP2_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 ,Not predicted,0.94,,139.39,32.31,174.07,15.38,1.25,0.076,0.155,181.20,165.51,111.89,109.92,128.43,157.41,193.10,187.52,165.75,166.57
P78344,IF4G2_HUMAN,Eukaryotic translation initiation factor 4 gamma 2 ,Not predicted,0.84,,67.52,10.69,84.31,13.16,1.25,0.076,0.155,62.57,64.30,70.86,84.06,55.79,99.56,81.12,63.94,88.27,88.68
P60866,RS20_HUMAN,40S ribosomal protein S20 ,Not predicted,1.14,,"1,157.91",226.58,"1,445.42",167.26,1.25,0.047,0.118,875.85,"1,297.18","1,007.38","1,447.25","1,161.90","1,306.83","1,503.93","1,357.14","1,713.05","1,346.12"
P12081,SYHC_HUMAN,"Histidine--tRNA ligase, cytoplasmic ",Not predicted,0.88,,127.50,32.30,159.08,43.45,1.25,0.175,0.282,176.66,86.41,124.22,120.26,129.94,145.12,220.66,130.86,113.47,185.30
P05198,IF2A_HUMAN,Eukaryotic translation initiation factor 2 subunit 1 ,Not predicted,0.89,,391.13,27.10,486.98,29.95,1.25,0.009,0.039,416.08,357.23,417.80,394.45,370.08,518.89,440.96,496.46,502.55,476.03
P62910,RL32_HUMAN,60S ribosomal protein L32 ,Not predicted,1.39,,257.03,50.13,319.94,40.23,1.24,0.076,0.155,168.45,284.78,287.41,277.15,267.33,348.09,316.01,251.77,336.74,347.12
Q9Y277,VDAC3_HUMAN,Voltage-dependent anion-selective channel protein 3 ,Not predicted,0.95,,402.16,59.85,500.26,48.73,1.24,0.028,0.082,418.30,444.01,342.65,469.17,336.70,469.22,510.24,433.76,534.56,553.51
P07910,HNRPC_HUMAN,Heterogeneous nuclear ribonucleoproteins C1/C2 ,Not predicted,1.26,,"2,518.99",215.10,"3,130.38",414.29,1.24,0.016,0.057,"2,637.09","2,365.01","2,233.13","2,763.33","2,596.40","3,749.26","2,970.51","3,346.84","2,831.30","2,753.99"
P08729,K2C7_HUMAN,"Keratin, type II cytoskeletal 7 ",Not predicted,0.76,,"4,012.88",605.32,"4,986.29",354.21,1.24,0.016,0.057,"4,486.83","3,814.84","3,480.82","4,806.51","3,475.40","4,866.73","4,526.59","5,045.44","5,508.53","4,984.18"
Q09028,RBBP4_HUMAN,Histone-binding protein RBBP4 ,Not predicted,0.85,,403.92,28.80,501.75,45.32,1.24,0.009,0.039,429.94,432.32,400.48,394.57,362.26,562.03,445.68,505.60,524.08,471.35
Q14444,CAPR1_HUMAN,Caprin-1 ,Not predicted,0.50,,300.05,26.76,372.29,49.69,1.24,0.009,0.039,322.59,331.23,298.88,274.19,273.33,345.95,351.18,460.32,342.93,361.09
Q16629,SRSF7_HUMAN,Serine/arginine-rich splicing factor 7 ,Not predicted,1.03,,829.28,240.34,"1,028.85",149.16,1.24,0.076,0.155,986.19,536.18,"1,084.59",614.40,925.04,"1,156.99",993.69,"1,103.38",784.23,"1,105.94"
P62304,RUXE_HUMAN,Small nuclear ribonucleoprotein E ,Not predicted,1.03,,348.24,48.96,431.85,44.31,1.24,0.028,0.082,394.57,358.18,292.35,302.13,394.00,496.00,379.15,438.24,403.42,442.44
O00469,PLOD2_HUMAN,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 ",Predicted,1.49,,390.53,26.19,484.15,27.49,1.24,0.009,0.039,410.53,402.30,414.24,355.60,369.95,511.43,467.46,497.64,499.77,444.48
P61254,RL26_HUMAN,60S ribosomal protein L26 ,Not predicted,2.49,,184.57,18.70,228.78,13.54,1.24,0.009,0.039,160.13,196.91,189.28,205.58,170.95,229.64,211.71,223.79,249.16,229.60
P39748,FEN1_HUMAN,Flap endonuclease 1 ,Not predicted,0.46,,245.15,55.50,303.57,10.95,1.24,0.117,0.215,176.55,265.94,232.59,326.34,224.32,309.67,294.80,319.94,295.38,298.06
Q03252,LMNB2_HUMAN,Lamin-B2 ,Not predicted,0.46,,428.95,44.49,531.17,48.88,1.24,0.016,0.057,466.20,403.47,375.77,482.79,416.54,498.09,556.75,479.54,601.93,519.52
Q06323,PSME1_HUMAN,Proteasome activator complex subunit 1 ,Not predicted,0.81,,"1,079.49",70.89,"1,335.66",116.05,1.24,0.009,0.039,"1,167.73","1,080.25","1,053.06",978.71,"1,117.68","1,439.11","1,237.53","1,466.61","1,207.91","1,327.12"
O43809,CPSF5_HUMAN,Cleavage and polyadenylation specificity factor subunit 5 ,Not predicted,0.80,,182.23,43.75,225.42,13.49,1.24,0.047,0.118,114.33,200.57,207.14,164.65,224.44,237.16,216.29,213.71,242.78,217.18
Q13243,SRSF5_HUMAN,Serine/arginine-rich splicing factor 5 ,Not predicted,1.80,,514.42,60.98,635.48,71.82,1.24,0.016,0.057,540.73,508.28,437.26,600.21,485.60,600.45,628.28,580.30,760.23,608.13
P38646,GRP75_HUMAN,"Stress-70 protein, mitochondrial ",Not predicted,1.50,,"1,080.43",112.72,"1,333.13",70.37,1.23,0.016,0.057,"1,257.55",969.96,"1,117.48","1,044.29","1,012.88","1,366.66","1,391.17","1,264.47","1,393.55","1,249.78"
P84095,RHOG_HUMAN,Rho-related GTP-binding protein RhoG ,Not predicted,0.80,,238.48,263.08,293.99,278.82,1.23,0.746,0.804,0.00,590.45,175.66,0.00,426.29,394.41,0.00,470.15,605.41,0.00
P26373,RL13_HUMAN,60S ribosomal protein L13 ,Not predicted,1.19,,255.95,89.58,315.51,25.72,1.23,0.175,0.282,323.37,297.27,110.10,318.58,230.44,328.55,297.47,321.62,347.47,282.46
P62424,RL7A_HUMAN,60S ribosomal protein L7a ,Not predicted,0.76,,260.25,34.90,320.76,18.80,1.23,0.028,0.082,320.38,242.56,233.09,245.87,259.34,297.98,335.74,335.74,331.69,302.67
P14854,CX6B1_HUMAN,Cytochrome c oxidase subunit 6B1 ,Not predicted,0.83,,167.15,96.19,205.76,119.93,1.23,0.142,0.252,170.45,230.15,216.23,218.95,0.00,313.07,0.00,221.73,250.23,243.78
P25398,RS12_HUMAN,40S ribosomal protein S12 ,Not predicted,1.22,,391.98,83.87,482.29,117.63,1.23,0.076,0.155,337.68,383.67,538.64,356.11,343.78,486.12,393.60,423.38,424.44,683.92
O15372,EIF3H_HUMAN,Eukaryotic translation initiation factor 3 subunit H ,Not predicted,1.05,,137.26,22.77,168.67,37.61,1.23,0.175,0.282,110.82,123.73,130.89,166.67,154.17,139.03,196.06,127.88,217.02,163.38
P14866,HNRPL_HUMAN,Heterogeneous nuclear ribonucleoprotein L ,Not predicted,0.86,,"1,482.70",185.39,"1,821.37",189.77,1.23,0.016,0.057,"1,753.26","1,430.84","1,495.30","1,235.36","1,498.72","2,090.05","1,855.60","1,775.11","1,559.61","1,826.49"
Q02952,AKA12_HUMAN,A-kinase anchor protein 12 ,Not predicted,0.46,,246.79,17.17,302.67,21.27,1.23,0.016,0.057,269.03,227.37,256.89,248.14,232.50,300.72,318.12,267.51,320.45,306.54
P62249,RS16_HUMAN,40S ribosomal protein S16 ,Not predicted,0.78,,384.86,29.68,470.40,42.32,1.22,0.009,0.039,359.97,396.68,413.23,407.56,346.87,473.45,446.32,542.80,447.43,442.04
Q14697,GANAB_HUMAN,Neutral alpha-glucosidase AB ,Predicted,0.65,,"1,583.50",212.02,"1,935.17",164.14,1.22,0.028,0.082,"1,924.04","1,513.37","1,615.92","1,354.55","1,509.62","1,930.89","2,145.95","2,023.28","1,709.89","1,865.85"
P55769,NH2L1_HUMAN,NHP2-like protein 1 ,Not predicted,0.83,,212.41,26.62,259.10,25.50,1.22,0.047,0.118,203.16,185.23,195.03,227.90,250.74,272.40,287.40,240.77,270.00,224.92
P31153,METK2_HUMAN,S-adenosylmethionine synthase isoform type-2 ,Not predicted,0.84,,384.12,25.14,467.59,43.32,1.22,0.016,0.057,423.51,377.10,385.18,380.95,353.84,478.61,530.25,449.94,467.63,411.50
Q01081,U2AF1_HUMAN,Splicing factor U2AF 35 kDa subunit ,Not predicted,1.42,,291.68,27.13,354.47,92.44,1.22,0.117,0.215,327.03,292.81,302.35,252.81,283.39,454.07,397.41,336.67,207.49,376.70
O95394,AGM1_HUMAN,Phosphoacetylglucosamine mutase ,Not predicted,1.00,,51.24,74.96,62.27,34.49,1.22,0.459,0.569,0.00,0.00,0.00,165.41,90.81,59.22,79.14,101.88,8.47,62.63
P09661,RU2A_HUMAN,U2 small nuclear ribonucleoprotein A' ,Not predicted,1.71,,133.65,84.21,162.37,46.79,1.21,0.602,0.690,188.08,144.03,0.00,117.73,218.39,194.57,189.37,180.75,80.89,166.30
Q8WXF1,PSPC1_HUMAN,Paraspeckle component 1 ,Not predicted,0.88,,121.94,21.57,148.11,11.75,1.21,0.047,0.118,144.50,135.56,104.26,131.17,94.20,137.71,142.85,139.14,156.40,164.47
Q9UQ35,SRRM2_HUMAN,Serine/arginine repetitive matrix protein 2 ,Not predicted,1.44,,139.58,19.48,169.52,13.16,1.21,0.028,0.082,155.14,138.63,106.95,143.65,153.51,174.92,147.86,175.65,181.85,167.32
Q16531,DDB1_HUMAN,DNA damage-binding protein 1 ,Not predicted,0.39,,213.74,11.57,259.02,28.46,1.21,0.009,0.039,194.40,225.03,218.84,213.84,216.57,236.67,306.35,263.03,250.17,238.90
P04264,K2C1_HUMAN,"Keratin, type II cytoskeletal 1 ",Not predicted,Not detected,,450.35,330.03,545.75,202.27,1.21,0.602,0.690,696.64,159.44,391.85,126.63,877.18,471.36,273.09,596.47,557.36,830.47
Q13409,DC1I2_HUMAN,Cytoplasmic dynein 1 intermediate chain 2 ,Not predicted,0.69,,129.47,77.05,156.74,14.01,1.21,0.465,0.569,135.63,158.50,205.40,0.00,147.81,154.94,150.96,169.11,171.43,137.26
P20073,ANXA7_HUMAN,Annexin A7 ,Not predicted,1.40,,363.74,50.95,440.18,31.71,1.21,0.028,0.082,424.17,330.36,374.99,295.82,393.34,475.92,440.75,465.73,418.76,399.77
P49959,MRE11_HUMAN,Double-strand break repair protein MRE11A ,Not predicted,0.65,,117.21,67.54,141.66,35.31,1.21,0.917,0.919,0.00,127.16,164.29,161.18,133.39,135.18,118.26,151.51,196.94,106.39
P09622,DLDH_HUMAN,"Dihydrolipoyl dehydrogenase, mitochondrial ",Not predicted,0.74,,506.84,33.56,612.30,65.93,1.21,0.047,0.118,484.50,530.34,508.03,464.13,547.21,657.53,505.87,610.34,675.62,612.13
P80723,BASP1_HUMAN,Brain acid soluble protein 1 ,Not predicted,1.29,,"1,158.66",217.28,"1,399.58",158.53,1.21,0.076,0.155,"1,378.43",904.23,"1,301.60",947.18,"1,261.85","1,586.20","1,505.34","1,398.82","1,176.34","1,331.20"
Q14320,FA50A_HUMAN,Protein FAM50A ,Not predicted,1.13,,141.10,24.11,170.42,15.23,1.21,0.076,0.155,108.32,153.46,162.41,122.72,158.60,158.57,153.56,180.31,190.50,169.15
Q99832,TCPH_HUMAN,T-complex protein 1 subunit eta ,Not predicted,0.51,,487.48,44.25,587.40,39.61,1.20,0.016,0.057,427.28,480.67,485.19,492.51,551.75,621.31,610.52,573.46,607.49,524.20
Q96HE7,ERO1A_HUMAN,ERO1-like protein alpha ,Predicted,1.28,,260.73,31.04,314.05,26.41,1.20,0.028,0.082,296.76,249.79,283.53,256.41,217.17,342.65,309.10,334.50,275.30,308.71
O43684,BUB3_HUMAN,Mitotic checkpoint protein BUB3 ,Not predicted,1.14,,214.81,18.53,258.46,16.90,1.20,0.016,0.057,240.42,198.59,228.34,201.23,205.48,283.16,240.25,262.91,260.78,245.21
O14979,HNRDL_HUMAN,Heterogeneous nuclear ribonucleoprotein D-like ,Not predicted,1.24,,"1,052.33",74.71,"1,265.13",71.66,1.20,0.009,0.039,"1,166.62","1,051.03","1,053.98","1,031.68",958.36,"1,374.34","1,182.56","1,232.13","1,286.84","1,249.78"
P46060,RAGP1_HUMAN,Ran GTPase-activating protein 1 ,Not predicted,0.52,,117.37,31.79,141.11,13.37,1.20,0.175,0.282,61.46,125.26,140.12,132.93,127.09,152.97,153.42,120.72,138.85,139.57
P62316,SMD2_HUMAN,Small nuclear ribonucleoprotein Sm D2 ,Not predicted,0.72,,611.39,84.34,734.97,40.56,1.20,0.016,0.057,583.20,677.44,480.16,687.36,628.81,684.43,751.26,702.83,752.02,784.33
P49792,RBP2_HUMAN,E3 SUMO-protein ligase RanBP2 ,Not predicted,0.60,,43.65,31.63,52.46,48.38,1.20,0.459,0.569,76.41,0.00,21.66,59.84,60.34,77.28,0.00,88.32,0.00,96.68
P39019,RS19_HUMAN,40S ribosomal protein S19 ,Not predicted,1.15,,600.65,84.94,721.47,73.76,1.20,0.047,0.118,475.52,667.07,549.15,661.51,650.01,777.18,634.91,700.96,815.80,678.49
P14314,GLU2B_HUMAN,Glucosidase 2 subunit beta ,Predicted,0.72,,"1,241.31",108.33,"1,490.13",56.37,1.20,0.016,0.057,"1,430.55","1,210.26","1,209.77","1,201.94","1,154.02","1,469.84","1,512.39","1,409.39","1,496.47","1,562.56"
P0CW22,RS17L_HUMAN,40S ribosomal protein S17-like ,Not predicted,1.02,,360.01,25.98,432.14,35.01,1.20,0.016,0.057,376.38,325.39,354.57,350.37,393.34,482.61,436.94,426.30,384.22,430.64
O94826,TOM70_HUMAN,Mitochondrial import receptor subunit TOM70 ,Not predicted,1.11,,112.56,21.37,134.87,18.68,1.20,0.117,0.215,95.49,107.73,126.50,141.89,91.17,152.09,130.52,124.71,111.45,155.58
Q99729,ROAA_HUMAN,Heterogeneous nuclear ribonucleoprotein A/B ,Not predicted,0.89,,883.54,103.57,"1,058.46",44.62,1.20,0.009,0.039,"1,003.38",898.38,878.09,918.80,719.07,"1,129.55","1,008.49","1,046.16","1,064.58","1,043.52"
P61289,PSME3_HUMAN,Proteasome activator complex subunit 3 ,Not predicted,0.61,,147.94,5.08,177.16,19.10,1.20,0.028,0.082,147.49,154.62,142.95,151.35,143.27,186.01,197.89,168.31,184.94,148.66
Q13151,ROA0_HUMAN,Heterogeneous nuclear ribonucleoprotein A0 ,Not predicted,0.85,,793.87,151.71,950.01,104.90,1.20,0.175,0.282,981.42,895.46,601.23,794.57,696.66,824.39,981.01,872.63,"1,092.99",979.06
Q9Y6C9,MTCH2_HUMAN,Mitochondrial carrier homolog 2 ,Not predicted,0.62,,544.78,169.94,651.79,186.33,1.20,0.465,0.569,335.24,555.02,596.20,788.89,448.52,471.41,755.49,785.55,428.23,818.26
Q9NYF8,BCLF1_HUMAN,Bcl-2-associated transcription factor 1 ,Not predicted,0.89,,207.42,10.01,248.09,23.06,1.20,0.016,0.057,208.37,202.68,209.01,222.16,194.88,257.25,274.64,243.38,212.16,253.01
O75340,PDCD6_HUMAN,Programmed cell death protein 6 ,Not predicted,1.40,,330.95,10.72,395.71,22.21,1.20,0.009,0.039,331.80,345.33,336.66,321.11,319.86,407.97,407.63,374.30,419.01,369.64
Q63HN8,RN213_HUMAN,E3 ubiquitin-protein ligase RNF213 ,Not predicted,0.95,,99.68,16.86,119.19,1.52,1.20,0.117,0.215,125.98,102.33,82.74,100.01,87.35,121.13,118.54,118.80,120.22,117.24
P17174,AATC_HUMAN,"Aspartate aminotransferase, cytoplasmic ",Not predicted,1.07,,168.33,43.86,201.03,33.81,1.19,0.251,0.367,220.02,176.17,198.46,119.25,127.76,230.90,209.73,233.68,164.93,165.89
O43390,HNRPR_HUMAN,Heterogeneous nuclear ribonucleoprotein R ,Not predicted,1.13,,"1,134.99",43.71,"1,353.76",87.00,1.19,0.009,0.039,"1,178.82","1,163.51","1,156.77","1,089.06","1,086.78","1,421.00","1,312.94","1,379.54","1,432.70","1,222.64"
P18031,PTN1_HUMAN,Tyrosine-protein phosphatase non-receptor type 1 ,Not predicted,0.60,,97.46,58.01,116.19,62.40,1.19,0.754,0.804,139.84,121.98,136.19,89.29,0.00,86.77,114.17,220.05,54.52,105.44
Q16630,CPSF6_HUMAN,Cleavage and polyadenylation specificity factor subunit 6 ,Not predicted,1.17,,150.70,19.30,179.66,29.72,1.19,0.175,0.282,123.98,176.83,147.02,158.79,146.90,195.17,192.47,155.93,141.63,213.11
